node,obs_st,time
1,1,28
15,0,28
31,0,28
53,1,28
54,0,28
58,0,28
85,1,28
97,0,28
117,0,28
135,0,28
187,0,28
189,0,28
222,0,28
291,0,28
422,1,28
440,1,28
445,0,28
471,1,28
504,1,28
573,0,28
