node,obs_st,time
19,0,28
38,0,28
110,0,28
115,0,28
120,0,28
158,0,28
170,0,28
175,1,28
178,0,28
239,1,28
260,1,28
326,0,28
354,0,28
429,0,28
473,0,28
514,0,28
535,1,28
571,0,28
573,0,28
582,0,28
