node,obs_st,time
0,1,28
63,0,28
65,0,28
83,1,28
111,0,28
142,1,28
148,1,28
175,0,28
220,0,28
242,0,28
276,0,28
304,0,28
323,0,28
372,0,28
436,0,28
453,0,28
460,0,28
511,0,28
532,0,28
577,0,28
