node,obs_st,time
27,0,28
86,1,28
97,1,28
130,0,28
136,0,28
201,0,28
257,0,28
305,1,28
381,1,28
388,1,28
407,0,28
412,0,28
429,0,28
440,0,28
450,1,28
467,0,28
474,1,28
480,0,28
530,0,28
562,1,28
