node,obs_st,time
1,1,28
16,1,28
50,0,28
56,1,28
80,1,28
123,0,28
136,0,28
171,1,28
177,1,28
187,1,28
201,0,28
202,1,28
274,1,28
277,0,28
299,1,28
350,0,28
463,0,28
525,1,28
568,1,28
587,1,28
