node,obs_st,time
8,1,28
14,0,28
15,0,28
25,1,28
57,0,28
77,0,28
78,0,28
115,0,28
128,0,28
150,0,28
156,1,28
178,1,28
325,0,28
339,0,28
369,0,28
406,0,28
456,0,28
482,0,28
530,0,28
560,0,28
