node,obs_st,time
34,0,21
40,1,21
66,0,21
78,0,21
96,0,21
100,1,21
116,0,21
133,0,21
149,0,21
160,0,21
213,1,21
248,0,21
337,0,21
385,0,21
388,0,21
480,0,21
628,0,21
632,0,21
647,0,21
702,0,21
786,0,21
862,0,21
863,1,21
959,0,21
1011,0,21
1032,0,21
1040,0,21
1075,0,21
1109,0,21
1121,1,21
1122,0,21
1219,1,21
1244,1,21
1276,0,21
1283,0,21
1303,1,21
1369,1,21
1389,0,21
1402,0,21
1434,0,21
1453,1,21
1459,0,21
1471,0,21
1488,0,21
1495,1,21
1509,1,21
1515,1,21
1617,0,21
1620,1,21
1637,1,21
1724,0,21
1736,0,21
1785,0,21
1809,1,21
1818,0,21
1820,0,21
1841,0,21
1843,0,21
1882,0,21
1888,1,21
