node,obs_st,time
13,1,21
38,0,21
85,0,21
165,1,21
203,1,21
225,0,21
321,0,21
324,1,21
365,1,21
380,0,21
387,1,21
446,0,21
449,0,21
483,0,21
490,0,21
493,1,21
503,1,21
681,1,21
718,1,21
804,0,21
807,1,21
809,0,21
830,1,21
851,0,21
857,0,21
861,0,21
871,0,21
874,1,21
891,0,21
945,1,21
995,0,21
1024,1,21
1037,1,21
1084,1,21
1094,0,21
1140,0,21
1175,1,21
1271,0,21
1283,0,21
1333,0,21
1334,0,21
1354,0,21
1404,0,21
1438,0,21
1467,0,21
1551,0,21
1560,1,21
1584,1,21
1664,0,21
1681,0,21
1696,1,21
1716,1,21
1774,1,21
1805,1,21
1868,0,21
1885,1,21
1896,1,21
1903,1,21
1920,1,21
1971,1,21
