node,obs_st,time
6,0,21
13,1,21
22,0,21
26,0,21
39,0,21
61,1,21
89,1,21
144,0,21
191,0,21
316,0,21
347,0,21
380,0,21
443,1,21
447,1,21
457,1,21
501,1,21
517,0,21
531,0,21
576,1,21
586,0,21
646,1,21
694,1,21
759,0,21
776,0,21
786,1,21
790,0,21
828,0,21
847,0,21
869,0,21
914,0,21
924,0,21
942,1,21
952,1,21
1010,1,21
1015,0,21
1019,0,21
1066,1,21
1075,0,21
1108,0,21
1122,1,21
1125,1,21
1126,0,21
1187,0,21
1195,0,21
1216,0,21
1232,1,21
1293,0,21
1401,0,21
1488,1,21
1553,1,21
1609,0,21
1729,0,21
1736,0,21
1740,0,21
1748,0,21
1779,0,21
1835,0,21
1862,0,21
1896,1,21
1978,0,21
