node,obs_st,time
76,0,21
93,0,21
96,0,21
103,0,21
224,0,21
258,0,21
288,0,21
344,0,21
362,0,21
401,1,21
409,0,21
423,0,21
455,0,21
469,0,21
526,0,21
590,1,21
600,0,21
622,0,21
642,0,21
656,1,21
703,1,21
718,1,21
727,0,21
781,0,21
789,0,21
846,0,21
858,0,21
885,0,21
889,0,21
905,0,21
931,0,21
951,0,21
1051,0,21
1055,0,21
1126,0,21
1152,0,21
1203,0,21
1272,0,21
1275,1,21
1280,0,21
1289,0,21
1290,0,21
1306,1,21
1326,1,21
1333,0,21
1386,0,21
1396,0,21
1418,0,21
1424,0,21
1485,0,21
1554,0,21
1594,0,21
1649,0,21
1656,0,21
1688,0,21
1706,0,21
1763,0,21
1933,0,21
1939,0,21
1989,1,21
