node,obs_st,time
24,0,21
58,0,21
141,0,21
213,0,21
216,1,21
277,0,21
331,0,21
363,0,21
372,0,21
373,0,21
407,1,21
436,0,21
457,1,21
499,0,21
579,0,21
608,0,21
609,0,21
713,0,21
715,1,21
757,0,21
759,1,21
763,1,21
837,1,21
839,0,21
846,0,21
866,0,21
873,0,21
984,1,21
990,0,21
1003,0,21
1034,1,21
1113,0,21
1136,0,21
1163,1,21
1165,0,21
1167,0,21
1177,0,21
1181,0,21
1227,0,21
1234,0,21
1297,0,21
1329,1,21
1357,0,21
1363,0,21
1366,0,21
1423,0,21
1489,0,21
1493,0,21
1557,0,21
1569,0,21
1628,1,21
1833,0,21
1847,0,21
1853,0,21
1858,0,21
1888,1,21
1901,0,21
1926,1,21
1960,0,21
1967,0,21
