node,obs_st,time
97,0,21
130,1,21
132,1,21
151,0,21
186,1,21
220,1,21
261,1,21
282,1,21
339,1,21
369,1,21
386,0,21
387,0,21
527,0,21
537,1,21
539,1,21
557,1,21
602,1,21
611,1,21
624,0,21
630,0,21
664,1,21
687,1,21
724,0,21
826,1,21
834,0,21
857,1,21
886,1,21
941,1,21
975,1,21
978,0,21
1008,1,21
1035,1,21
1061,1,21
1090,1,21
1143,0,21
1187,1,21
1265,1,21
1325,1,21
1329,1,21
1341,1,21
1359,1,21
1369,0,21
1433,1,21
1480,1,21
1486,0,21
1507,0,21
1528,0,21
1553,0,21
1609,1,21
1637,0,21
1701,0,21
1704,1,21
1761,1,21
1873,0,21
1894,1,21
1899,1,21
1929,1,21
1961,1,21
1964,1,21
1985,1,21
