node,obs_st,time
13,1,21
79,0,21
126,1,21
150,0,21
184,1,21
209,0,21
245,1,21
316,1,21
323,0,21
342,1,21
373,1,21
380,0,21
448,1,21
541,1,21
543,0,21
562,1,21
567,0,21
674,0,21
687,0,21
699,1,21
705,1,21
707,1,21
787,0,21
812,1,21
831,0,21
832,1,21
844,1,21
910,1,21
986,0,21
1010,1,21
1072,0,21
1198,0,21
1199,1,21
1226,1,21
1252,0,21
1274,1,21
1285,0,21
1307,1,21
1337,1,21
1341,1,21
1359,1,21
1374,1,21
1407,0,21
1478,1,21
1564,1,21
1618,0,21
1626,0,21
1667,0,21
1671,1,21
1711,1,21
1733,1,21
1734,1,21
1751,0,21
1765,0,21
1774,1,21
1812,1,21
1825,1,21
1850,1,21
1868,1,21
1910,1,21
