node,obs_st,time
10,1,21
21,0,21
96,0,21
118,0,21
138,0,21
144,0,21
147,1,21
153,1,21
171,0,21
174,0,21
200,0,21
232,1,21
276,0,21
278,1,21
313,1,21
348,0,21
354,0,21
406,1,21
421,1,21
427,1,21
489,0,21
507,0,21
555,0,21
669,0,21
680,1,21
693,0,21
711,1,21
732,0,21
854,1,21
867,0,21
877,0,21
947,1,21
950,0,21
957,0,21
960,0,21
992,0,21
1115,1,21
1191,0,21
1220,0,21
1241,0,21
1322,0,21
1398,0,21
1456,1,21
1486,0,21
1558,0,21
1592,1,21
1630,0,21
1656,1,21
1674,1,21
1683,1,21
1686,0,21
1706,0,21
1773,1,21
1801,0,21
1820,0,21
1867,0,21
1868,0,21
1873,1,21
1892,1,21
1919,1,21
