node,obs_st,time
36,0,21
90,1,21
118,1,21
136,1,21
181,1,21
201,1,21
207,1,21
489,1,21
520,0,21
525,0,21
567,1,21
575,1,21
612,1,21
646,1,21
669,1,21
682,1,21
739,1,21
794,1,21
842,1,21
883,1,21
955,1,21
971,1,21
1060,1,21
1102,0,21
1115,1,21
1173,0,21
1200,1,21
1209,0,21
1225,1,21
1262,1,21
1274,1,21
1276,1,21
1297,1,21
1314,0,21
1323,1,21
1328,1,21
1351,1,21
1356,1,21
1360,0,21
1388,1,21
1404,1,21
1477,0,21
1484,1,21
1527,1,21
1543,1,21
1554,1,21
1610,1,21
1679,0,21
1680,1,21
1702,0,21
1705,1,21
1709,1,21
1768,1,21
1771,1,21
1869,0,21
1882,1,21
1892,0,21
1919,0,21
1953,0,21
1979,1,21
