node,obs_st,time
16,0,21
21,0,21
74,0,21
125,1,21
242,0,21
256,1,21
335,1,21
403,0,21
437,0,21
462,1,21
466,0,21
473,0,21
518,0,21
524,0,21
539,0,21
573,0,21
620,0,21
678,0,21
697,0,21
704,0,21
707,1,21
721,0,21
757,0,21
761,0,21
775,0,21
841,0,21
896,1,21
932,0,21
937,1,21
1093,0,21
1111,1,21
1140,0,21
1152,1,21
1168,0,21
1195,0,21
1210,1,21
1227,1,21
1262,0,21
1278,1,21
1281,1,21
1284,1,21
1302,0,21
1304,0,21
1372,0,21
1378,0,21
1384,0,21
1385,0,21
1428,0,21
1477,0,21
1529,0,21
1605,0,21
1610,1,21
1612,0,21
1632,0,21
1680,1,21
1726,0,21
1796,0,21
1810,0,21
1960,0,21
1964,0,21
