node,obs_st,time
63,1,21
90,1,21
135,1,21
147,0,21
151,1,21
169,0,21
171,1,21
193,0,21
241,0,21
272,1,21
276,0,21
287,0,21
332,1,21
368,1,21
402,0,21
403,1,21
420,0,21
427,0,21
501,1,21
522,1,21
544,1,21
557,1,21
592,1,21
616,1,21
678,0,21
737,0,21
812,1,21
815,1,21
848,1,21
856,1,21
956,0,21
999,1,21
1013,1,21
1016,1,21
1050,0,21
1058,1,21
1101,1,21
1111,1,21
1141,0,21
1199,1,21
1231,0,21
1240,1,21
1292,1,21
1312,0,21
1392,0,21
1395,0,21
1406,0,21
1408,1,21
1447,0,21
1591,1,21
1631,0,21
1673,1,21
1763,1,21
1780,0,21
1783,1,21
1817,0,21
1826,1,21
1839,1,21
1945,1,21
1988,1,21
