node,obs_st,time
108,0,21
130,1,21
134,0,21
155,0,21
208,0,21
237,1,21
274,0,21
281,1,21
320,1,21
327,1,21
381,1,21
397,1,21
448,0,21
499,0,21
599,1,21
601,0,21
603,1,21
631,0,21
634,1,21
636,0,21
682,0,21
699,0,21
744,1,21
797,0,21
803,1,21
812,1,21
911,1,21
922,1,21
927,1,21
964,1,21
1036,1,21
1069,0,21
1174,0,21
1205,1,21
1212,0,21
1215,1,21
1227,0,21
1279,1,21
1326,1,21
1385,1,21
1387,0,21
1399,1,21
1404,1,21
1405,1,21
1419,0,21
1430,0,21
1489,1,21
1498,1,21
1545,0,21
1572,1,21
1694,1,21
1699,0,21
1718,1,21
1792,0,21
1850,1,21
1864,0,21
1909,0,21
1941,0,21
1961,1,21
1992,1,21
