node,obs_st,time
19,0,21
37,0,21
43,0,21
66,0,21
95,0,21
161,0,21
183,0,21
196,0,21
199,1,21
250,0,21
262,1,21
281,0,21
308,0,21
333,0,21
498,1,21
503,0,21
521,0,21
537,0,21
545,0,21
559,0,21
581,0,21
587,0,21
591,0,21
622,0,21
682,0,21
705,0,21
722,0,21
735,0,21
759,0,21
764,1,21
801,0,21
890,0,21
906,0,21
940,1,21
1000,0,21
1026,0,21
1072,0,21
1144,0,21
1185,0,21
1191,0,21
1244,1,21
1273,0,21
1377,0,21
1380,0,21
1381,0,21
1408,0,21
1431,1,21
1452,0,21
1508,0,21
1543,0,21
1555,0,21
1567,0,21
1676,0,21
1678,0,21
1767,1,21
1791,0,21
1792,0,21
1817,0,21
1866,0,21
1986,0,21
