node,obs_st,time
12,1,21
59,0,21
70,1,21
192,0,21
229,1,21
246,0,21
297,1,21
306,0,21
353,0,21
403,0,21
538,1,21
592,0,21
610,0,21
615,0,21
661,0,21
706,0,21
751,0,21
834,1,21
877,1,21
914,0,21
918,1,21
937,1,21
958,1,21
977,0,21
989,0,21
1052,0,21
1075,0,21
1118,1,21
1126,0,21
1169,0,21
1180,0,21
1181,0,21
1215,0,21
1266,0,21
1283,0,21
1312,1,21
1344,1,21
1346,1,21
1401,0,21
1425,0,21
1426,1,21
1438,0,21
1489,0,21
1532,0,21
1555,1,21
1581,1,21
1596,0,21
1599,1,21
1693,0,21
1721,1,21
1734,1,21
1736,0,21
1767,0,21
1782,1,21
1783,0,21
1786,1,21
1791,0,21
1894,1,21
1929,1,21
1965,0,21
