node,obs_st,time
32,0,21
61,0,21
116,1,21
120,1,21
121,1,21
133,1,21
158,1,21
169,1,21
173,1,21
189,0,21
193,0,21
225,1,21
275,0,21
301,1,21
321,0,21
452,0,21
486,0,21
515,0,21
535,0,21
551,0,21
567,0,21
617,1,21
705,1,21
706,0,21
707,0,21
715,1,21
727,1,21
783,0,21
815,0,21
923,0,21
925,0,21
950,0,21
966,0,21
978,1,21
981,0,21
984,0,21
1004,0,21
1049,1,21
1075,0,21
1149,0,21
1183,0,21
1266,0,21
1274,1,21
1282,0,21
1316,1,21
1364,0,21
1404,0,21
1463,0,21
1495,1,21
1544,0,21
1572,0,21
1577,1,21
1611,0,21
1686,0,21
1714,1,21
1730,0,21
1754,1,21
1804,0,21
1865,0,21
1959,0,21
