node,obs_st,time
77,1,21
113,0,21
137,1,21
169,1,21
212,0,21
220,0,21
271,0,21
309,0,21
330,0,21
399,1,21
410,0,21
418,0,21
554,0,21
573,1,21
579,1,21
582,0,21
628,0,21
652,1,21
660,0,21
664,1,21
699,0,21
706,0,21
727,1,21
778,1,21
816,0,21
945,0,21
958,1,21
964,0,21
965,0,21
988,1,21
1000,0,21
1042,1,21
1051,0,21
1064,0,21
1095,1,21
1117,1,21
1129,1,21
1130,1,21
1139,0,21
1143,0,21
1198,0,21
1262,0,21
1302,0,21
1325,0,21
1355,1,21
1403,0,21
1450,1,21
1494,0,21
1521,0,21
1536,0,21
1728,0,21
1742,0,21
1766,0,21
1832,0,21
1871,1,21
1873,1,21
1908,0,21
1919,0,21
1957,1,21
1962,1,21
