node,obs_st,time
21,1,21
42,0,21
74,1,21
89,0,21
98,0,21
107,1,21
124,0,21
134,0,21
137,0,21
148,0,21
231,1,21
248,1,21
272,0,21
321,1,21
401,0,21
420,0,21
478,0,21
508,0,21
510,1,21
539,0,21
548,1,21
565,1,21
592,1,21
665,0,21
668,0,21
719,1,21
736,1,21
743,0,21
825,0,21
829,0,21
884,0,21
896,0,21
916,0,21
931,0,21
977,1,21
1084,1,21
1118,1,21
1138,0,21
1150,0,21
1193,1,21
1249,1,21
1329,0,21
1337,0,21
1374,1,21
1401,0,21
1405,1,21
1445,0,21
1453,1,21
1511,1,21
1561,1,21
1639,0,21
1652,0,21
1671,1,21
1682,1,21
1730,0,21
1732,0,21
1734,1,21
1821,0,21
1838,1,21
1903,1,21
