node,obs_st,time
33,1,21
120,1,21
123,0,21
136,1,21
139,1,21
199,0,21
225,0,21
284,0,21
297,1,21
316,0,21
437,0,21
478,0,21
574,0,21
579,0,21
625,0,21
626,1,21
639,1,21
650,0,21
674,0,21
695,0,21
704,1,21
715,0,21
720,0,21
791,0,21
813,1,21
838,0,21
868,1,21
876,1,21
878,0,21
1027,1,21
1089,0,21
1093,0,21
1098,0,21
1219,1,21
1255,0,21
1258,0,21
1274,1,21
1346,0,21
1415,1,21
1422,1,21
1440,0,21
1441,1,21
1449,1,21
1456,0,21
1476,0,21
1593,0,21
1594,1,21
1614,0,21
1665,1,21
1677,0,21
1678,0,21
1699,1,21
1700,0,21
1720,1,21
1762,0,21
1766,0,21
1767,1,21
1783,1,21
1823,0,21
1850,0,21
