node,obs_st,time
13,1,21
78,1,21
101,1,21
126,1,21
127,0,21
177,1,21
207,0,21
239,0,21
263,1,21
326,1,21
328,0,21
352,1,21
376,0,21
481,1,21
495,0,21
502,1,21
539,1,21
542,1,21
544,1,21
599,0,21
604,1,21
640,0,21
645,0,21
717,1,21
730,0,21
733,0,21
780,1,21
789,0,21
791,1,21
829,0,21
848,0,21
890,1,21
935,0,21
1003,1,21
1085,0,21
1151,1,21
1263,0,21
1282,0,21
1286,0,21
1296,1,21
1325,1,21
1366,0,21
1422,1,21
1460,1,21
1556,1,21
1604,1,21
1632,0,21
1673,1,21
1694,1,21
1699,1,21
1778,0,21
1799,1,21
1819,0,21
1831,1,21
1873,1,21
1883,0,21
1888,1,21
1933,1,21
1981,1,21
1991,0,21
