node,obs_st,time
17,1,21
31,0,21
87,1,21
157,1,21
173,0,21
208,0,21
210,0,21
235,0,21
253,1,21
380,1,21
384,0,21
417,0,21
446,0,21
493,0,21
525,0,21
577,0,21
687,1,21
698,0,21
763,0,21
784,0,21
801,0,21
815,0,21
881,1,21
886,1,21
912,0,21
918,1,21
939,0,21
977,1,21
999,1,21
1008,0,21
1029,0,21
1041,1,21
1091,0,21
1098,0,21
1104,1,21
1111,1,21
1212,0,21
1239,0,21
1276,0,21
1335,0,21
1350,0,21
1370,0,21
1403,0,21
1429,1,21
1451,1,21
1502,1,21
1575,0,21
1581,1,21
1600,1,21
1695,0,21
1697,1,21
1726,0,21
1756,0,21
1865,1,21
1881,1,21
1893,0,21
1897,1,21
1941,0,21
1950,0,21
1965,1,21
