node,obs_st,time
9,1,21
24,0,21
30,0,21
41,0,21
95,1,21
133,0,21
154,0,21
172,1,21
208,0,21
233,0,21
242,1,21
245,1,21
271,0,21
319,0,21
339,0,21
471,0,21
682,0,21
692,0,21
709,1,21
712,1,21
721,1,21
740,0,21
742,0,21
768,0,21
881,1,21
891,1,21
928,1,21
956,1,21
958,1,21
997,0,21
1037,1,21
1045,0,21
1066,1,21
1117,0,21
1173,0,21
1192,0,21
1210,1,21
1226,1,21
1233,1,21
1341,1,21
1396,1,21
1453,0,21
1498,0,21
1523,0,21
1525,0,21
1553,1,21
1565,0,21
1593,1,21
1669,0,21
1676,0,21
1693,0,21
1694,0,21
1702,0,21
1706,0,21
1713,1,21
1841,1,21
1865,1,21
1894,0,21
1929,1,21
1934,1,21
