node,obs_st,time
41,0,21
46,1,21
59,1,21
60,1,21
74,0,21
92,0,21
109,0,21
224,0,21
287,0,21
356,1,21
403,1,21
407,0,21
442,1,21
462,0,21
486,1,21
515,0,21
518,0,21
524,1,21
613,1,21
623,1,21
698,0,21
732,0,21
738,0,21
750,1,21
751,1,21
826,0,21
833,1,21
834,1,21
841,1,21
863,0,21
873,0,21
916,1,21
941,1,21
948,0,21
1023,1,21
1029,0,21
1044,0,21
1150,0,21
1187,1,21
1262,1,21
1296,1,21
1338,1,21
1352,1,21
1381,0,21
1441,0,21
1472,0,21
1486,0,21
1605,1,21
1665,0,21
1711,0,21
1722,0,21
1734,1,21
1756,0,21
1805,0,21
1844,0,21
1848,0,21
1867,0,21
1874,0,21
1902,0,21
1932,0,21
