node,obs_st,time
0,0,21
7,0,21
30,1,21
80,0,21
94,1,21
96,0,21
103,1,21
167,0,21
174,1,21
178,1,21
182,1,21
203,1,21
237,0,21
272,0,21
294,0,21
313,1,21
321,0,21
375,1,21
413,1,21
416,1,21
438,0,21
484,1,21
514,0,21
523,0,21
525,1,21
526,0,21
550,1,21
593,0,21
645,1,21
663,1,21
688,0,21
747,1,21
748,1,21
781,0,21
800,1,21
833,0,21
911,1,21
984,0,21
1057,1,21
1134,0,21
1221,0,21
1235,1,21
1265,0,21
1339,1,21
1471,0,21
1486,0,21
1503,0,21
1541,1,21
1570,0,21
1692,0,21
1716,0,21
1828,0,21
1833,1,21
1853,0,21
1867,0,21
1875,1,21
1883,1,21
1910,1,21
1946,0,21
1962,0,21
