node,obs_st,time
72,0,21
169,1,21
187,0,21
188,1,21
230,1,21
236,0,21
241,0,21
246,0,21
269,0,21
309,1,21
310,1,21
334,0,21
394,0,21
408,0,21
473,0,21
488,0,21
542,0,21
544,1,21
555,1,21
642,0,21
679,1,21
709,0,21
828,0,21
841,0,21
849,1,21
850,0,21
916,1,21
985,1,21
1008,0,21
1027,1,21
1028,1,21
1096,0,21
1145,0,21
1150,1,21
1202,0,21
1237,0,21
1252,1,21
1259,1,21
1286,1,21
1313,0,21
1374,0,21
1401,0,21
1444,0,21
1480,0,21
1530,0,21
1584,0,21
1595,0,21
1610,0,21
1611,0,21
1622,0,21
1679,0,21
1682,0,21
1718,0,21
1722,0,21
1776,1,21
1826,0,21
1839,0,21
1895,0,21
1909,0,21
1982,0,21
