node,obs_st,time
28,0,21
29,0,21
32,0,21
130,0,21
174,0,21
204,0,21
273,0,21
300,1,21
360,0,21
422,0,21
466,1,21
506,0,21
521,0,21
552,0,21
556,0,21
587,0,21
622,0,21
692,1,21
717,1,21
775,0,21
785,0,21
789,0,21
876,0,21
927,1,21
947,0,21
972,0,21
1026,0,21
1029,1,21
1072,0,21
1129,1,21
1134,1,21
1141,0,21
1158,0,21
1176,0,21
1177,0,21
1257,1,21
1342,1,21
1529,0,21
1544,0,21
1583,0,21
1614,1,21
1624,1,21
1719,0,21
1720,1,21
1757,0,21
1772,0,21
1791,0,21
1796,0,21
1807,1,21
1819,1,21
1846,0,21
1865,0,21
1868,1,21
1897,0,21
1906,0,21
1925,0,21
1953,0,21
1958,1,21
1962,0,21
1967,0,21
