node,obs_st,time
7,1,21
52,0,21
55,1,21
88,1,21
101,1,21
102,0,21
105,1,21
176,1,21
210,1,21
230,0,21
252,0,21
374,0,21
398,0,21
427,0,21
432,1,21
465,1,21
491,1,21
513,0,21
550,1,21
566,1,21
575,1,21
657,0,21
693,0,21
728,0,21
761,1,21
768,0,21
792,1,21
813,0,21
814,0,21
833,1,21
834,0,21
880,1,21
886,0,21
945,0,21
1031,0,21
1055,1,21
1101,1,21
1176,0,21
1246,1,21
1307,1,21
1331,1,21
1393,1,21
1439,0,21
1454,1,21
1469,1,21
1490,0,21
1586,0,21
1629,0,21
1633,1,21
1692,0,21
1695,1,21
1709,1,21
1714,1,21
1718,1,21
1729,0,21
1777,0,21
1822,0,21
1827,1,21
1843,0,21
1989,0,21
