node,obs_st,time
14,1,21
108,0,21
110,1,21
167,0,21
201,0,21
226,1,21
231,1,21
238,1,21
259,1,21
298,1,21
300,0,21
367,0,21
385,0,21
396,1,21
406,0,21
411,1,21
417,0,21
455,0,21
493,0,21
496,1,21
499,0,21
623,1,21
656,0,21
675,1,21
769,1,21
811,0,21
1026,0,21
1028,1,21
1050,1,21
1061,1,21
1128,0,21
1134,1,21
1138,0,21
1154,0,21
1203,1,21
1223,0,21
1266,0,21
1293,1,21
1327,0,21
1334,1,21
1344,0,21
1358,0,21
1367,1,21
1384,0,21
1458,0,21
1519,1,21
1520,1,21
1543,0,21
1606,1,21
1627,0,21
1725,0,21
1728,0,21
1791,0,21
1858,0,21
1885,0,21
1912,0,21
1938,1,21
1949,0,21
1970,0,21
1974,0,21
