node,obs_st,time
0,0,21
8,1,21
11,1,21
29,1,21
199,1,21
212,0,21
236,1,21
257,0,21
291,1,21
361,1,21
417,1,21
428,0,21
532,1,21
624,0,21
632,0,21
652,0,21
663,1,21
692,0,21
693,0,21
729,0,21
742,0,21
757,1,21
814,1,21
895,1,21
902,1,21
928,1,21
939,1,21
1022,1,21
1026,0,21
1036,0,21
1059,1,21
1118,1,21
1136,0,21
1137,0,21
1148,0,21
1160,0,21
1187,1,21
1206,1,21
1270,1,21
1313,1,21
1376,1,21
1392,1,21
1467,0,21
1488,1,21
1520,0,21
1603,1,21
1620,0,21
1626,1,21
1646,1,21
1653,1,21
1751,1,21
1755,0,21
1772,1,21
1813,1,21
1818,0,21
1821,0,21
1824,0,21
1944,1,21
1962,1,21
1986,1,21
