node,obs_st,time
7,0,21
31,1,21
34,0,21
42,0,21
46,0,21
97,0,21
118,0,21
157,0,21
204,0,21
239,0,21
257,0,21
333,1,21
339,0,21
351,0,21
353,0,21
380,0,21
390,1,21
396,0,21
398,0,21
495,0,21
572,0,21
584,0,21
667,0,21
678,0,21
724,1,21
750,1,21
754,0,21
762,0,21
795,0,21
916,0,21
948,0,21
1003,0,21
1017,0,21
1019,1,21
1064,0,21
1184,1,21
1266,0,21
1371,0,21
1499,0,21
1504,1,21
1506,0,21
1518,0,21
1563,0,21
1570,0,21
1632,0,21
1635,0,21
1646,0,21
1674,0,21
1694,0,21
1718,0,21
1727,0,21
1746,0,21
1786,1,21
1815,0,21
1830,0,21
1835,0,21
1911,0,21
1926,0,21
1950,0,21
1961,0,21
