node,obs_st,time
4,1,21
18,1,21
29,0,21
161,1,21
180,1,21
182,0,21
208,0,21
210,1,21
253,0,21
281,1,21
320,1,21
352,1,21
411,1,21
415,1,21
419,1,21
465,1,21
474,0,21
502,1,21
509,1,21
513,1,21
587,0,21
620,1,21
632,1,21
644,1,21
667,0,21
688,1,21
745,1,21
764,1,21
821,0,21
823,1,21
993,1,21
1004,0,21
1076,1,21
1095,1,21
1167,1,21
1188,1,21
1192,0,21
1207,0,21
1226,1,21
1233,1,21
1242,1,21
1252,0,21
1284,0,21
1358,0,21
1379,1,21
1392,0,21
1396,1,21
1407,1,21
1459,1,21
1511,1,21
1644,1,21
1649,1,21
1668,1,21
1675,0,21
1816,1,21
1875,1,21
1914,1,21
1932,1,21
1970,1,21
1977,0,21
