node,obs_st,time
52,1,21
67,1,21
241,0,21
252,0,21
371,0,21
377,1,21
406,1,21
529,1,21
559,1,21
574,0,21
578,0,21
582,1,21
585,0,21
662,1,21
730,1,21
743,0,21
822,1,21
842,1,21
863,1,21
868,1,21
894,1,21
895,1,21
1067,1,21
1093,1,21
1106,1,21
1114,0,21
1127,1,21
1158,1,21
1166,0,21
1183,1,21
1189,1,21
1221,0,21
1230,1,21
1238,0,21
1255,0,21
1268,1,21
1295,0,21
1365,1,21
1372,0,21
1381,0,21
1404,1,21
1437,0,21
1441,1,21
1484,1,21
1534,0,21
1666,0,21
1700,1,21
1701,0,21
1703,1,21
1735,1,21
1736,1,21
1737,1,21
1762,0,21
1800,1,21
1808,1,21
1814,1,21
1925,0,21
1951,1,21
1952,1,21
1977,0,21
