node,obs_st,time
19,1,21
55,0,21
81,0,21
86,0,21
92,0,21
131,0,21
165,1,21
171,0,21
176,0,21
179,0,21
187,0,21
249,0,21
262,0,21
301,1,21
374,0,21
378,0,21
384,0,21
386,0,21
403,0,21
432,0,21
529,0,21
533,0,21
538,0,21
688,0,21
699,1,21
718,0,21
728,1,21
750,0,21
769,1,21
801,0,21
838,1,21
916,0,21
947,1,21
1031,0,21
1084,1,21
1096,0,21
1134,1,21
1171,0,21
1252,0,21
1308,0,21
1315,0,21
1472,0,21
1477,0,21
1484,1,21
1527,0,21
1545,0,21
1562,0,21
1568,0,21
1590,0,21
1613,0,21
1657,0,21
1671,0,21
1761,0,21
1807,1,21
1825,0,21
1837,1,21
1841,0,21
1857,0,21
1935,0,21
1966,1,21
