node,obs_st,time
6,0,21
18,1,21
29,1,21
36,0,21
76,0,21
95,1,21
169,1,21
171,0,21
232,1,21
346,1,21
347,1,21
400,0,21
448,0,21
602,1,21
614,1,21
670,1,21
751,1,21
763,0,21
766,1,21
775,1,21
776,1,21
783,1,21
818,0,21
819,1,21
823,0,21
843,0,21
988,1,21
994,1,21
1062,0,21
1079,0,21
1087,1,21
1095,1,21
1116,1,21
1195,1,21
1234,1,21
1235,1,21
1274,1,21
1277,0,21
1296,1,21
1317,1,21
1328,1,21
1341,1,21
1351,1,21
1362,1,21
1468,1,21
1496,0,21
1535,0,21
1657,1,21
1687,0,21
1704,1,21
1788,1,21
1795,0,21
1808,1,21
1821,1,21
1857,1,21
1859,1,21
1932,1,21
1941,1,21
1949,1,21
1961,1,21
