node,obs_st,time
19,0,21
107,0,21
156,1,21
217,0,21
282,0,21
302,0,21
365,0,21
389,0,21
421,0,21
454,0,21
661,1,21
708,0,21
716,0,21
755,0,21
762,0,21
800,0,21
802,0,21
833,0,21
877,1,21
893,0,21
962,0,21
968,0,21
983,0,21
1030,1,21
1056,1,21
1098,1,21
1145,0,21
1171,1,21
1269,1,21
1278,1,21
1283,0,21
1319,1,21
1328,1,21
1360,0,21
1379,0,21
1410,0,21
1434,0,21
1451,0,21
1475,0,21
1476,1,21
1490,0,21
1511,0,21
1559,0,21
1586,0,21
1657,0,21
1727,0,21
1731,1,21
1741,0,21
1749,0,21
1759,0,21
1766,0,21
1772,0,21
1812,1,21
1838,0,21
1913,0,21
1931,0,21
1950,0,21
1955,0,21
1958,1,21
1961,0,21
