node,obs_st,time
40,0,21
87,0,21
92,0,21
164,0,21
176,0,21
190,0,21
194,1,21
223,1,21
247,1,21
275,1,21
295,1,21
443,0,21
505,1,21
550,0,21
560,0,21
562,0,21
624,1,21
656,0,21
698,0,21
752,0,21
819,0,21
865,1,21
870,0,21
918,0,21
968,0,21
1014,1,21
1051,1,21
1109,0,21
1118,1,21
1184,0,21
1210,1,21
1318,0,21
1324,1,21
1341,1,21
1365,0,21
1367,0,21
1403,0,21
1424,1,21
1446,0,21
1450,1,21
1571,1,21
1580,0,21
1582,0,21
1610,0,21
1619,0,21
1620,0,21
1670,0,21
1685,1,21
1686,0,21
1711,1,21
1748,1,21
1798,0,21
1892,1,21
1898,0,21
1918,1,21
1960,0,21
1977,0,21
1984,1,21
1987,0,21
1993,0,21
