node,obs_st,time
13,0,21
32,1,21
49,1,21
64,0,21
96,1,21
134,0,21
247,0,21
321,1,21
329,1,21
388,1,21
403,1,21
417,1,21
428,0,21
429,1,21
489,1,21
557,1,21
602,1,21
628,1,21
665,1,21
742,1,21
744,0,21
834,0,21
844,1,21
845,0,21
849,1,21
866,0,21
873,0,21
936,0,21
948,0,21
956,0,21
957,1,21
990,1,21
1029,0,21
1062,1,21
1096,1,21
1122,0,21
1153,1,21
1162,0,21
1193,1,21
1233,0,21
1239,0,21
1268,0,21
1288,1,21
1315,0,21
1365,0,21
1391,0,21
1491,1,21
1512,1,21
1564,0,21
1577,1,21
1623,0,21
1630,1,21
1680,0,21
1784,1,21
1786,1,21
1828,1,21
1930,0,21
1933,0,21
1978,0,21
1989,0,21
