node,obs_st,time
7,1,21
25,1,21
26,1,21
30,0,21
33,1,21
39,1,21
63,1,21
95,1,21
106,1,21
133,1,21
175,1,21
177,1,21
224,0,21
248,1,21
295,1,21
316,0,21
328,0,21
342,1,21
359,1,21
367,1,21
371,1,21
420,0,21
432,0,21
448,0,21
512,1,21
528,0,21
656,1,21
694,1,21
697,1,21
724,1,21
775,1,21
869,1,21
888,1,21
910,1,21
951,1,21
960,1,21
983,1,21
988,1,21
1034,1,21
1104,1,21
1107,1,21
1177,1,21
1210,1,21
1213,0,21
1225,1,21
1239,0,21
1261,1,21
1322,1,21
1351,1,21
1403,0,21
1417,1,21
1471,1,21
1498,0,21
1503,1,21
1598,1,21
1645,1,21
1664,0,21
1804,1,21
1919,1,21
1974,0,21
