node,obs_st,time
26,1,21
49,1,21
74,1,21
189,1,21
195,0,21
201,0,21
225,1,21
267,1,21
298,1,21
318,1,21
324,1,21
346,0,21
394,1,21
403,1,21
425,1,21
448,1,21
470,0,21
497,0,21
550,1,21
552,1,21
618,1,21
631,0,21
710,1,21
723,1,21
729,0,21
739,1,21
763,1,21
770,1,21
852,1,21
888,0,21
934,1,21
954,0,21
982,0,21
992,0,21
1078,0,21
1158,0,21
1180,1,21
1185,1,21
1194,0,21
1241,1,21
1309,0,21
1324,1,21
1391,1,21
1433,1,21
1443,1,21
1468,1,21
1514,1,21
1560,1,21
1564,0,21
1588,0,21
1683,1,21
1830,0,21
1849,1,21
1856,1,21
1871,1,21
1876,1,21
1882,0,21
1883,0,21
1901,1,21
1987,1,21
