node,obs_st,time
48,0,21
65,0,21
81,1,21
138,0,21
141,0,21
201,0,21
288,0,21
343,0,21
461,0,21
504,0,21
510,0,21
541,0,21
563,0,21
580,0,21
597,0,21
600,0,21
613,0,21
645,1,21
666,0,21
720,0,21
726,0,21
742,0,21
792,0,21
811,0,21
844,0,21
846,1,21
865,0,21
883,0,21
923,0,21
930,0,21
975,0,21
1130,0,21
1146,0,21
1148,0,21
1159,0,21
1206,0,21
1226,0,21
1230,1,21
1234,0,21
1249,0,21
1302,0,21
1324,0,21
1356,0,21
1462,0,21
1525,0,21
1533,0,21
1552,1,21
1604,0,21
1616,0,21
1641,0,21
1659,0,21
1675,0,21
1719,0,21
1722,0,21
1744,0,21
1752,0,21
1789,0,21
1831,0,21
1875,0,21
1931,0,21
