node,obs_st,time
9,1,21
65,0,21
94,0,21
150,0,21
237,0,21
264,0,21
325,0,21
370,1,21
404,0,21
413,0,21
423,0,21
460,0,21
491,1,21
496,0,21
526,0,21
537,0,21
541,0,21
554,0,21
596,0,21
616,0,21
624,0,21
636,0,21
648,0,21
722,0,21
728,0,21
775,1,21
778,1,21
868,1,21
879,0,21
906,0,21
970,0,21
1009,0,21
1033,0,21
1049,0,21
1076,0,21
1123,0,21
1203,0,21
1216,0,21
1303,1,21
1370,0,21
1378,0,21
1380,0,21
1411,0,21
1417,0,21
1432,0,21
1505,0,21
1509,0,21
1597,0,21
1680,0,21
1688,0,21
1715,0,21
1723,0,21
1739,0,21
1743,0,21
1771,1,21
1804,0,21
1844,0,21
1860,0,21
1911,0,21
1921,0,21
