node,obs_st,time
7,1,21
32,1,21
44,1,21
72,1,21
105,1,21
132,1,21
143,1,21
152,0,21
209,0,21
280,0,21
293,0,21
325,0,21
334,0,21
346,1,21
366,1,21
553,0,21
570,1,21
585,0,21
664,0,21
699,0,21
709,0,21
726,1,21
738,0,21
744,0,21
776,0,21
791,1,21
905,0,21
994,1,21
1052,1,21
1069,1,21
1096,0,21
1158,1,21
1185,1,21
1188,1,21
1190,1,21
1213,0,21
1218,0,21
1229,0,21
1282,1,21
1323,0,21
1329,0,21
1370,1,21
1386,1,21
1410,0,21
1414,0,21
1499,1,21
1549,0,21
1559,0,21
1560,0,21
1634,1,21
1639,1,21
1648,1,21
1680,0,21
1683,1,21
1758,1,21
1837,0,21
1843,1,21
1853,0,21
1914,1,21
1964,1,21
