node,obs_st,time
26,1,21
35,0,21
128,1,21
293,0,21
309,0,21
376,0,21
380,0,21
441,0,21
451,0,21
476,1,21
501,0,21
508,0,21
608,1,21
618,0,21
624,0,21
648,1,21
703,0,21
704,1,21
716,1,21
721,1,21
759,0,21
765,1,21
789,1,21
817,1,21
828,1,21
846,1,21
887,0,21
901,1,21
916,0,21
937,1,21
942,0,21
959,0,21
1018,1,21
1051,1,21
1072,0,21
1104,1,21
1174,0,21
1277,0,21
1307,1,21
1357,0,21
1364,0,21
1367,0,21
1413,1,21
1460,0,21
1503,1,21
1580,1,21
1676,0,21
1705,0,21
1725,1,21
1730,0,21
1736,1,21
1755,1,21
1767,1,21
1804,0,21
1836,0,21
1873,1,21
1900,1,21
1925,1,21
1935,1,21
1957,1,21
