node,obs_st,time
61,0,21
77,1,21
94,0,21
101,0,21
172,0,21
179,1,21
221,0,21
226,1,21
238,0,21
274,0,21
308,0,21
369,0,21
376,1,21
408,0,21
411,1,21
439,0,21
555,0,21
610,0,21
626,0,21
659,0,21
716,1,21
788,0,21
812,0,21
868,0,21
871,0,21
892,0,21
960,1,21
1011,0,21
1079,1,21
1134,0,21
1159,0,21
1178,0,21
1189,0,21
1207,0,21
1208,0,21
1233,0,21
1245,0,21
1268,1,21
1309,1,21
1322,0,21
1336,0,21
1338,0,21
1367,0,21
1394,0,21
1399,0,21
1412,0,21
1414,1,21
1503,0,21
1513,1,21
1552,0,21
1560,0,21
1585,0,21
1668,1,21
1681,0,21
1684,0,21
1802,1,21
1830,0,21
1868,0,21
1942,0,21
1974,0,21
