node,obs_st,time
11,0,21
12,1,21
55,0,21
109,0,21
139,1,21
160,0,21
178,0,21
181,0,21
190,1,21
228,0,21
269,0,21
377,0,21
400,0,21
408,0,21
421,0,21
499,0,21
584,1,21
585,1,21
593,0,21
641,0,21
661,1,21
697,1,21
708,0,21
717,1,21
727,1,21
768,0,21
769,1,21
771,1,21
795,1,21
809,1,21
994,1,21
995,1,21
1057,0,21
1062,0,21
1152,0,21
1184,1,21
1293,1,21
1297,1,21
1340,1,21
1349,1,21
1396,0,21
1460,1,21
1487,1,21
1500,0,21
1501,0,21
1530,0,21
1559,0,21
1566,1,21
1589,0,21
1651,1,21
1743,0,21
1781,1,21
1806,1,21
1821,0,21
1871,1,21
1884,1,21
1904,1,21
1965,0,21
1970,0,21
1973,0,21
