node,obs_st,time
10,1,21
89,0,21
140,0,21
186,0,21
231,1,21
240,1,21
309,1,21
321,0,21
344,0,21
359,0,21
394,1,21
414,0,21
416,0,21
442,0,21
456,1,21
461,0,21
479,0,21
508,1,21
540,0,21
544,1,21
671,1,21
673,0,21
717,1,21
751,1,21
794,0,21
809,0,21
871,1,21
876,0,21
881,0,21
888,0,21
906,1,21
944,0,21
960,0,21
996,0,21
1000,0,21
1012,1,21
1068,0,21
1111,1,21
1148,1,21
1300,0,21
1325,0,21
1401,0,21
1456,0,21
1466,0,21
1499,0,21
1510,0,21
1560,0,21
1577,1,21
1661,0,21
1673,0,21
1679,0,21
1758,0,21
1778,0,21
1817,0,21
1825,0,21
1852,1,21
1856,0,21
1858,0,21
1935,1,21
1954,1,21
