node,obs_st,time
21,0,21
34,0,21
45,0,21
67,1,21
143,0,21
169,1,21
188,1,21
192,1,21
193,0,21
201,1,21
271,0,21
279,1,21
320,0,21
375,0,21
381,0,21
403,1,21
430,0,21
512,0,21
556,1,21
624,0,21
652,0,21
684,1,21
693,0,21
704,1,21
795,1,21
799,0,21
804,0,21
834,0,21
906,0,21
966,0,21
973,0,21
1009,0,21
1033,1,21
1062,1,21
1125,0,21
1169,1,21
1195,0,21
1215,0,21
1219,1,21
1256,1,21
1287,0,21
1300,0,21
1376,1,21
1407,1,21
1456,1,21
1491,0,21
1498,1,21
1569,1,21
1581,1,21
1582,0,21
1617,0,21
1648,1,21
1685,1,21
1693,1,21
1723,0,21
1788,1,21
1821,0,21
1866,0,21
1948,0,21
1961,1,21
