node,obs_st,time
35,0,21
124,1,21
151,1,21
181,1,21
185,1,21
252,0,21
338,1,21
364,1,21
369,1,21
429,0,21
495,1,21
514,1,21
533,1,21
542,0,21
582,0,21
679,1,21
744,0,21
774,0,21
877,0,21
884,0,21
952,0,21
959,1,21
972,1,21
979,1,21
1018,1,21
1039,1,21
1047,0,21
1119,1,21
1129,1,21
1179,0,21
1217,1,21
1267,1,21
1280,1,21
1285,0,21
1334,0,21
1372,0,21
1419,1,21
1434,0,21
1435,1,21
1535,0,21
1586,0,21
1612,1,21
1614,1,21
1627,1,21
1648,0,21
1663,1,21
1704,1,21
1806,1,21
1824,0,21
1844,1,21
1879,1,21
1884,1,21
1894,1,21
1906,0,21
1927,0,21
1932,0,21
1934,1,21
1961,0,21
1963,0,21
1992,0,21
