node,obs_st,time
54,0,21
66,0,21
83,1,21
113,0,21
123,1,21
170,1,21
181,1,21
193,0,21
227,0,21
234,1,21
262,1,21
272,1,21
317,1,21
325,0,21
344,1,21
409,0,21
424,0,21
571,1,21
580,0,21
626,1,21
672,0,21
723,0,21
746,0,21
817,0,21
837,1,21
918,0,21
955,0,21
971,1,21
998,0,21
1010,1,21
1026,0,21
1065,1,21
1150,0,21
1204,0,21
1214,1,21
1227,0,21
1268,1,21
1298,1,21
1335,1,21
1386,1,21
1399,1,21
1437,1,21
1490,0,21
1545,1,21
1591,1,21
1710,1,21
1733,0,21
1736,0,21
1737,1,21
1739,1,21
1773,1,21
1862,0,21
1863,0,21
1882,0,21
1899,1,21
1923,0,21
1938,1,21
1946,0,21
1967,0,21
1991,0,21
