node,obs_st,time
34,1,21
48,0,21
108,0,21
117,1,21
130,1,21
205,1,21
254,1,21
297,1,21
316,1,21
320,1,21
352,1,21
382,1,21
413,1,21
417,1,21
475,1,21
480,1,21
491,1,21
510,0,21
516,0,21
622,1,21
624,0,21
708,0,21
841,1,21
847,0,21
877,0,21
884,0,21
926,1,21
931,0,21
948,1,21
976,0,21
1043,1,21
1052,0,21
1129,0,21
1140,0,21
1238,0,21
1267,0,21
1287,1,21
1297,0,21
1352,1,21
1396,1,21
1427,0,21
1477,1,21
1497,0,21
1500,1,21
1581,1,21
1616,1,21
1639,1,21
1660,0,21
1664,1,21
1731,1,21
1732,1,21
1746,0,21
1747,1,21
1750,1,21
1751,1,21
1824,1,21
1926,0,21
1930,0,21
1941,0,21
1964,1,21
