node,obs_st,time
18,0,21
20,0,21
108,0,21
114,1,21
115,1,21
204,0,21
220,0,21
369,0,21
378,0,21
382,0,21
396,1,21
423,0,21
425,1,21
468,1,21
560,1,21
575,1,21
676,0,21
685,0,21
693,0,21
725,0,21
734,0,21
781,0,21
783,0,21
796,0,21
805,0,21
866,0,21
910,1,21
917,1,21
950,0,21
978,0,21
1002,0,21
1032,0,21
1042,1,21
1111,1,21
1143,0,21
1169,1,21
1198,0,21
1309,0,21
1351,0,21
1370,1,21
1388,0,21
1394,1,21
1479,1,21
1572,0,21
1575,0,21
1600,1,21
1614,1,21
1649,1,21
1673,1,21
1686,0,21
1690,0,21
1701,0,21
1732,1,21
1765,0,21
1787,0,21
1844,1,21
1879,1,21
1882,0,21
1915,1,21
1920,0,21
