node,obs_st,time
34,1,21
112,0,21
157,1,21
165,1,21
210,0,21
220,0,21
221,0,21
226,0,21
231,1,21
254,1,21
269,0,21
346,0,21
373,0,21
388,1,21
404,0,21
474,0,21
483,0,21
514,1,21
542,1,21
554,1,21
661,1,21
677,0,21
678,0,21
793,1,21
818,0,21
829,1,21
830,1,21
846,0,21
891,1,21
907,0,21
916,1,21
942,0,21
1003,1,21
1089,0,21
1108,0,21
1134,1,21
1156,1,21
1160,1,21
1178,0,21
1182,1,21
1234,1,21
1294,1,21
1328,1,21
1350,1,21
1354,1,21
1481,0,21
1507,0,21
1531,0,21
1536,0,21
1580,1,21
1589,1,21
1599,1,21
1640,1,21
1704,0,21
1738,1,21
1764,0,21
1789,1,21
1940,0,21
1965,0,21
1968,1,21
