node,obs_st,time
6,0,21
38,1,21
41,0,21
43,0,21
47,0,21
115,1,21
116,0,21
137,0,21
139,0,21
176,0,21
197,0,21
214,0,21
216,0,21
233,0,21
239,0,21
261,0,21
296,0,21
342,0,21
380,1,21
415,0,21
456,1,21
510,1,21
570,0,21
578,0,21
624,0,21
650,0,21
713,0,21
933,0,21
980,0,21
1011,0,21
1052,0,21
1068,0,21
1103,0,21
1110,0,21
1115,0,21
1164,1,21
1187,0,21
1212,0,21
1287,0,21
1300,0,21
1304,0,21
1308,0,21
1324,1,21
1495,0,21
1613,0,21
1653,0,21
1673,1,21
1682,0,21
1704,0,21
1745,0,21
1746,0,21
1770,0,21
1771,0,21
1793,0,21
1813,1,21
1847,0,21
1852,0,21
1854,0,21
1933,0,21
1941,0,21
