node,obs_st,time
47,0,25
118,0,25
224,0,25
236,1,25
237,0,25
283,1,25
318,0,25
323,0,25
331,0,25
355,0,25
360,0,25
400,0,25
414,1,25
444,0,25
479,0,25
504,1,25
533,1,25
535,1,25
537,0,25
588,0,25
