node,obs_st,time
45,0,25
70,0,25
141,0,25
143,0,25
199,0,25
211,0,25
268,1,25
278,0,25
301,0,25
305,0,25
351,0,25
356,0,25
389,0,25
396,0,25
481,1,25
484,1,25
500,0,25
504,1,25
538,0,25
573,0,25
