node,obs_st,time
25,1,25
27,1,25
37,1,25
142,0,25
234,0,25
243,1,25
332,0,25
340,1,25
359,0,25
382,1,25
383,1,25
384,1,25
394,0,25
398,0,25
424,1,25
477,1,25
512,0,25
539,1,25
574,1,25
597,0,25
