node,obs_st,time
59,0,25
74,0,25
112,0,25
127,0,25
196,0,25
199,0,25
270,0,25
279,0,25
322,0,25
331,1,25
354,0,25
367,0,25
383,1,25
384,1,25
422,1,25
448,0,25
453,1,25
455,1,25
525,0,25
535,0,25
