node,obs_st,time
26,1,25
50,0,25
85,1,25
95,0,25
110,0,25
157,0,25
170,0,25
177,0,25
192,0,25
291,0,25
334,0,25
350,0,25
409,0,25
424,0,25
439,0,25
470,0,25
498,0,25
531,0,25
538,0,25
593,0,25
