node,obs_st,time
25,0,25
85,1,25
109,0,25
126,0,25
137,1,25
207,1,25
281,1,25
304,1,25
310,0,25
345,0,25
350,1,25
360,1,25
361,1,25
371,1,25
380,0,25
382,1,25
515,0,25
567,1,25
572,0,25
577,0,25
